account number,name,sku,category,quantity,unit price,ext price,Tax rate,Tax amount,date
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,0.07,10.4545,2014-08-02 00:25:56
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,0.07,60.8335,2013-11-19 07:26:52
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,0.07,4.5745,2014-08-30 04:09:41
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,0.015,4.24725,2014-10-13 02:27:35
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,0.015,25.4049,2013-11-14 18:25:50
524021,Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,0.015,5.04825,2013-12-16 09:59:38
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,0.015,2.8662,2014-04-25 15:37:03
524021,Hegmann and Sons,AS-93055,Shirt,10,73.82,738.2,0.015,11.073,2014-10-22 04:43:23
850140,Kunze Inc,QN-82852,Belt,15,11.74,176.1,0.015,2.6415,2014-01-09 04:36:36
524021,Hegmann and Sons,LL-46261,Shoes,5,83.98,419.9,0.015,6.2985,2014-05-24 20:18:52
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.4,380.4,0.015,5.706,2013-12-09 19:01:44
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,0.015,18.13275,2014-10-05 18:13:24
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,0.015,8.95185,2014-05-09 11:00:05
296809,Carroll PLC,WJ-02096,Belt,9,61.39,552.51,0.015,8.28765,2014-07-15 13:04:50
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,15,96,1440,0.015,21.6,2014-10-21 15:04:18
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,94.51,1134.12,0.015,17.0118,2014-07-26 07:44:53
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,15,18.07,271.05,0.015,4.06575,2014-05-24 05:33:35
659366,Waelchi-Fahey,MJ-21460,Shoes,13,74.07,962.91,0.015,14.44365,2014-01-13 12:18:04
995267,Cole-Eichmann,FK-71853,Shirt,16,88.32,1413.12,0.015,21.1968,2014-06-17 22:27:38
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,4,77.19,308.76,0.015,4.6314,2014-04-03 19:08:57
98022,Heidenreich-Bosco,GS-86623,Shoes,18,58.56,1054.08,0.015,15.8112,2014-08-25 17:52:34
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,12,81.42,977.04,0.07,68.3928,2014-07-09 13:58:55
850140,Kunze Inc,AS-93055,Shirt,3,68.9,206.7,0.07,14.469,2014-09-13 01:40:40
995267,Cole-Eichmann,QN-82852,Belt,19,39.75,755.25,0.07,52.8675,2014-05-23 15:58:55
93356,Waters-Walker,KV-99194,Shirt,11,83.22,915.42,0.07,64.0794,2014-01-03 19:04:02
750461,"Volkman, Goyette and Lemke",QN-82852,Belt,19,17.25,327.75,0.075,24.58125,2014-02-08 14:06:56
659366,Waelchi-Fahey,QN-82852,Belt,7,41.7,291.9,0.075,21.8925,2014-01-14 22:56:55
524021,Hegmann and Sons,MJ-21460,Shoes,20,44.56,891.2,0.075,66.84,2014-02-11 11:05:35
201259,Koelpin PLC,WJ-02096,Belt,4,15.24,60.96,0.07,4.2672,2014-09-12 06:29:42
115138,Gorczany-Hahn,KV-99194,Shirt,1,66.03,66.03,0.07,4.6221,2014-03-06 19:04:47
995267,Cole-Eichmann,LL-46261,Shoes,8,95.99,767.92,0.07,53.7544,2014-02-28 06:46:39
711951,Kilback-Gerlach,WJ-02096,Belt,18,18.29,329.22,0.015,4.9383,2014-05-28 10:39:07
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,1,50.58,50.58,0.015,0.7587,2014-01-10 01:35:58
995267,Cole-Eichmann,WJ-02096,Belt,6,47.21,283.26,0.015,4.2489,2014-01-27 15:50:35
750461,"Volkman, Goyette and Lemke",VG-32047,Shirt,3,82.06,246.18,0.015,3.6927,2014-03-14 17:54:57
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,18,36.32,653.76,0.015,9.8064,2014-03-25 15:08:27
850140,Kunze Inc,QN-82852,Belt,10,45.33,453.3,0.015,6.7995,2013-10-23 00:45:16
296809,Carroll PLC,VG-32047,Shirt,18,30.34,546.12,0.015,8.1918,2014-06-21 11:50:51
995267,Cole-Eichmann,WJ-02096,Belt,14,23.57,329.98,0.015,4.9497,2014-04-11 23:10:59
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,14,16.78,234.92,0.015,3.5238,2014-04-15 00:55:47
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,4,92.05,368.2,0.015,5.523,2013-11-20 17:39:53
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,6,25.35,152.1,0.015,2.2815,2014-02-21 00:43:26
850140,Kunze Inc,VG-32047,Shirt,13,28.29,367.77,0.015,5.51655,2014-05-14 11:34:59
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,70.64,423.84,0.011,4.66224,2014-04-13 10:46:26
304860,Huel-Haag,KV-99194,Shirt,7,32.91,230.37,0.011,2.53407,2014-03-21 02:07:18
201259,Koelpin PLC,WJ-02096,Belt,10,31.82,318.2,0.011,3.5002,2014-05-10 12:48:18
676847,Hamill-Hackett,FK-71853,Shirt,12,74.47,893.64,0.003,2.68092,2014-03-22 00:45:00
676847,Hamill-Hackett,LW-86841,Shoes,6,72.92,437.52,0.011,4.81272,2014-04-30 13:50:54
995267,Cole-Eichmann,AS-93055,Shirt,14,70.03,980.42,0.011,10.78462,2013-12-31 09:37:47
93356,Waters-Walker,KV-99194,Shirt,19,47.53,903.07,0.011,9.93377,2014-03-10 16:34:16
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,5,82.05,410.25,0.011,4.51275,2013-12-03 12:28:55
711951,Kilback-Gerlach,LW-86841,Shoes,16,99.65,1594.4,0.003,4.7832,2014-10-06 23:33:32
734922,Berge LLC,FK-71853,Shirt,17,49.12,835.04,0.011,9.18544,2014-02-24 20:49:28
676847,Hamill-Hackett,LL-46261,Shoes,6,52.06,312.36,0.011,3.43596,2014-02-04 19:46:55
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,13,71.7,932.1,0.011,10.2531,2014-07-08 01:00:22
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,37.34,112.02,0.003,0.33606,2013-11-12 01:13:29
304860,Huel-Haag,WJ-02096,Belt,20,58.52,1170.4,0.011,12.8744,2013-11-21 18:37:52
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,16,18.08,289.28,0.011,3.18208,2013-12-12 00:31:40
98022,Heidenreich-Bosco,GS-86623,Shoes,6,81.7,490.2,0.011,5.3922,2014-10-04 16:06:25
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,13,89.53,1163.89,0.003,3.49167,2014-08-11 16:47:07
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,7,24.63,172.41,0.011,1.89651,2014-01-28 18:58:01
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,10,73.08,730.8,0.011,8.0388,2013-10-29 17:00:22
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,12,52.24,626.88,0.011,6.89568,2014-02-22 00:09:48
524021,Hegmann and Sons,QN-82852,Belt,4,84.72,338.88,0.075,25.416,2013-10-22 13:54:50
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,13,37.56,488.28,0.075,36.621,2013-11-10 06:24:28
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,18,22.98,413.64,0.075,31.023,2014-06-02 14:24:05
995267,Cole-Eichmann,MJ-21460,Shoes,2,79.87,159.74,0.075,11.9805,2014-08-15 04:36:37
93356,Waters-Walker,KV-99194,Shirt,7,59.5,416.5,0.07,29.155,2014-04-29 12:04:58
659366,Waelchi-Fahey,WJ-02096,Belt,14,67.01,938.14,0.07,65.6698,2013-12-13 15:04:13
201259,Koelpin PLC,MJ-21460,Shoes,5,61.76,308.8,0.07,21.616,2013-10-30 04:16:24
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,7,33.16,232.12,0.015,3.4818,2014-08-25 05:45:04
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,77.22,77.22,0.015,1.1583,2014-01-21 12:40:40
296809,Carroll PLC,WJ-02096,Belt,8,55.69,445.52,0.015,6.6828,2014-01-02 21:35:10
304860,Huel-Haag,AS-93055,Shirt,13,72.75,945.75,0.015,14.18625,2013-11-02 06:09:13
304860,Huel-Haag,GS-86623,Shoes,20,71.91,1438.2,0.015,21.573,2014-02-14 02:11:56
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,2,58.02,116.04,0.015,1.7406,2014-05-28 00:51:31
296809,Carroll PLC,AS-93055,Shirt,19,78.72,1495.68,0.015,22.4352,2014-08-01 13:54:15
850140,Kunze Inc,FK-71853,Shirt,8,44.56,356.48,0.015,5.3472,2014-10-01 13:21:06
711951,Kilback-Gerlach,LW-86841,Shoes,19,92.34,1754.46,0.015,26.3169,2014-05-13 03:41:20
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,12,19.81,237.72,0.015,3.5658,2014-10-12 12:33:27
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,2,29.15,58.3,0.015,0.8745,2013-12-29 06:05:11
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,8,71.71,573.68,0.015,8.6052,2014-06-15 23:49:22
93356,Waters-Walker,GS-86623,Shoes,13,52.61,683.93,0.015,10.25895,2014-01-31 10:14:51
711951,Kilback-Gerlach,MJ-21460,Shoes,4,90.75,363,0.015,5.445,2013-10-27 22:03:05
659366,Waelchi-Fahey,MJ-21460,Shoes,3,50.33,150.99,0.015,2.26485,2014-02-25 05:11:55
98022,Heidenreich-Bosco,VG-32047,Shirt,6,96.02,576.12,0.015,8.6418,2013-12-25 18:02:41
201259,Koelpin PLC,KV-99194,Shirt,14,66.37,929.18,0.015,13.9377,2013-11-05 13:34:42
676847,Hamill-Hackett,LL-46261,Shoes,3,59.85,179.55,0.015,2.69325,2013-10-26 04:33:08
524021,Hegmann and Sons,FK-71853,Shirt,2,66.63,133.26,0.07,9.3282,2013-12-07 04:15:11
734922,Berge LLC,AS-93055,Shirt,8,94.37,754.96,0.07,52.8472,2013-12-31 01:14:11
734922,Berge LLC,MJ-21460,Shoes,2,37.1,74.2,0.07,5.194,2014-10-04 18:30:12
659366,Waelchi-Fahey,QN-82852,Belt,1,78.95,78.95,0.07,5.5265,2014-09-01 04:34:57
659366,Waelchi-Fahey,FK-71853,Shirt,7,76.57,535.99,0.075,40.19925,2014-09-01 21:04:49
201259,Koelpin PLC,AS-93055,Shirt,10,43.97,439.7,0.075,32.9775,2014-10-03 17:04:10
676847,Hamill-Hackett,VG-32047,Shirt,6,59,354,0.075,26.55,2014-08-26 02:03:17
850140,Kunze Inc,GS-86623,Shoes,4,17.63,70.52,0.07,4.9364,2013-11-06 15:35:14
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,12,40.03,480.36,0.07,33.6252,2014-09-18 02:54:50
115138,Gorczany-Hahn,VG-32047,Shirt,1,61.73,61.73,0.07,4.3211,2013-12-19 05:37:56
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,9,38.76,348.84,0.07,24.4188,2013-11-18 18:59:05
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,15,35.73,535.95,0.07,37.5165,2014-07-29 13:03:54
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,7,80.19,561.33,0.07,39.2931,2014-05-22 07:55:43
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,12.35,172.9,0.07,12.103,2014-02-28 10:45:43
98022,Heidenreich-Bosco,QN-82852,Belt,20,38.39,767.8,0.07,53.746,2013-11-18 22:22:57
734922,Berge LLC,QN-82852,Belt,11,60.05,660.55,0.07,46.2385,2014-09-28 12:19:39
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,15,17.57,263.55,0.07,18.4485,2014-03-09 21:17:26
659366,Waelchi-Fahey,GS-86623,Shoes,9,43.69,393.21,0.015,5.89815,2014-03-12 02:19:35
676847,Hamill-Hackett,GS-86623,Shoes,18,69.13,1244.34,0.015,18.6651,2014-02-11 23:45:29
304860,Huel-Haag,QN-82852,Belt,3,94.18,282.54,0.015,4.2381,2014-09-09 20:05:35
524021,Hegmann and Sons,VG-32047,Shirt,17,80.42,1367.14,0.015,20.5071,2014-05-13 03:46:45
850140,Kunze Inc,AS-93055,Shirt,13,31.53,409.89,0.015,6.14835,2014-06-12 12:09:39
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,6,18.33,109.98,0.015,1.6497,2014-01-16 01:38:16
850140,Kunze Inc,KV-99194,Shirt,1,73.79,73.79,0.015,1.10685,2013-11-07 19:52:06
296809,Carroll PLC,LW-86841,Shoes,3,10.67,32.01,0.015,0.48015,2014-05-30 21:32:51
93356,Waters-Walker,GS-86623,Shoes,19,53.33,1013.27,0.015,15.19905,2014-05-31 08:48:28
296809,Carroll PLC,AS-93055,Shirt,18,55.23,994.14,0.015,14.9121,2013-12-02 17:42:51
296809,Carroll PLC,WJ-02096,Belt,7,77.91,545.37,0.015,8.18055,2014-10-17 14:13:45
995267,Cole-Eichmann,VG-32047,Shirt,20,28.81,576.2,0.015,8.643,2014-03-19 16:59:03
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,16,31.86,509.76,0.015,7.6464,2014-09-04 05:27:45
296809,Carroll PLC,GS-86623,Shoes,8,28.32,226.56,0.015,3.3984,2014-10-01 04:15:37
659366,Waelchi-Fahey,GS-86623,Shoes,2,88.57,177.14,0.015,2.6571,2014-06-16 02:35:22
524021,Hegmann and Sons,VG-32047,Shirt,11,52.58,578.38,0.015,8.6757,2014-01-22 08:06:36
201259,Koelpin PLC,WJ-02096,Belt,14,20.87,292.18,0.015,4.3827,2014-02-09 05:27:27
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,7,54.95,384.65,0.015,5.76975,2013-12-31 04:32:30
734922,Berge LLC,AS-93055,Shirt,11,36.86,405.46,0.07,28.3822,2014-01-01 08:13:10
995267,Cole-Eichmann,KV-99194,Shirt,5,52.07,260.35,0.07,18.2245,2014-09-17 06:06:34
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,71.71,1362.49,0.07,95.3743,2013-12-29 04:27:13
750461,"Volkman, Goyette and Lemke",KV-99194,Shirt,3,71.09,213.27,0.07,14.9289,2013-11-16 02:18:39
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,7,60.04,420.28,0.07,29.4196,2013-12-14 15:26:14
711951,Kilback-Gerlach,KV-99194,Shirt,5,55.82,279.1,0.07,19.537,2014-05-24 05:01:20
734922,Berge LLC,KV-99194,Shirt,16,24.13,386.08,0.07,27.0256,2013-12-20 01:56:23
93356,Waters-Walker,WJ-02096,Belt,20,62.39,1247.8,0.03,37.434,2014-04-19 16:00:54
201259,Koelpin PLC,FK-71853,Shirt,2,83.01,166.02,0.03,4.9806,2014-01-05 22:32:10
555594,"Ernser, Cruickshank and Lind",GS-86623,Shoes,2,58.61,117.22,0.03,3.5166,2014-04-25 18:15:52
524021,Hegmann and Sons,LW-86841,Shoes,15,98.54,1478.1,0.03,44.343,2014-09-04 06:01:32
659366,Waelchi-Fahey,WJ-02096,Belt,15,20.03,300.45,0.03,9.0135,2014-09-06 09:47:38
93356,Waters-Walker,VG-32047,Shirt,17,71.32,1212.44,0.03,36.3732,2014-09-16 10:45:19
711951,Kilback-Gerlach,VG-32047,Shirt,10,55.04,550.4,0.03,16.512,2014-08-19 17:39:10
93356,Waters-Walker,QN-82852,Belt,19,95.37,1812.03,0.03,54.3609,2014-05-20 09:39:21
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,16,19.83,317.28,0.03,9.5184,2014-09-03 12:10:24
995267,Cole-Eichmann,WJ-02096,Belt,5,50.88,254.4,0.03,7.632,2014-02-15 03:16:45
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,17,36.81,625.77,0.03,18.7731,2013-12-05 23:10:45
524021,Hegmann and Sons,VG-32047,Shirt,4,42.78,171.12,0.03,5.1336,2014-03-07 04:28:42
995267,Cole-Eichmann,VG-32047,Shirt,6,87.35,524.1,0.03,15.723,2013-12-12 21:41:39
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,10,59.42,594.2,0.03,17.826,2014-06-11 12:10:16
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,3,30.8,92.4,0.03,2.772,2014-01-29 11:47:43
734922,Berge LLC,MJ-21460,Shoes,14,74.75,1046.5,0.03,31.395,2014-02-06 23:35:03
201259,Koelpin PLC,LW-86841,Shoes,12,73.7,884.4,0.03,26.532,2014-03-12 01:27:20
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,10,36.3,363,0.03,10.89,2014-04-14 22:51:06
93356,Waters-Walker,GS-86623,Shoes,10,75.72,757.2,0.03,22.716,2014-01-31 09:09:36
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,14,73.07,1022.98,0.03,30.6894,2013-11-29 18:17:10
201259,Koelpin PLC,VG-32047,Shirt,19,76.09,1445.71,0.03,43.3713,2014-08-04 04:24:32
93356,Waters-Walker,VG-32047,Shirt,13,45.42,590.46,0.03,17.7138,2013-12-29 21:47:14
201259,Koelpin PLC,WJ-02096,Belt,10,65.97,659.7,0.03,19.791,2014-03-19 04:16:23
201259,Koelpin PLC,WJ-02096,Belt,2,20.06,40.12,0.03,1.2036,2014-05-31 02:07:45
296809,Carroll PLC,GS-86623,Shoes,3,62.25,186.75,0.03,5.6025,2014-03-26 00:33:22
659366,Waelchi-Fahey,KV-99194,Shirt,6,86.2,517.2,0.03,15.516,2013-11-14 19:38:21
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,23.97,335.58,0.03,10.0674,2013-12-01 12:17:58
115138,Gorczany-Hahn,QN-82852,Belt,10,10.06,100.6,0.03,3.018,2014-03-08 10:50:44
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,7,34.71,242.97,0.03,7.2891,2014-04-29 04:10:38
929400,"Senger, Upton and Breitenberg",AS-93055,Shirt,14,31.36,439.04,0.03,13.1712,2014-01-12 16:01:32
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,1,96.74,96.74,0.03,2.9022,2014-04-30 16:25:44
524021,Hegmann and Sons,QN-82852,Belt,1,93.93,93.93,0.03,2.8179,2014-03-18 14:44:49
676847,Hamill-Hackett,AS-93055,Shirt,9,58.32,524.88,0.03,15.7464,2013-12-16 15:10:41
296809,Carroll PLC,LL-46261,Shoes,8,58.48,467.84,0.03,14.0352,2014-05-31 00:30:56
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,6,68.7,412.2,0.03,12.366,2013-12-07 08:40:13
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,65.73,262.92,0.03,7.8876,2014-06-04 13:29:57
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,8,60.4,483.2,0.03,14.496,2013-12-26 04:26:05
93356,Waters-Walker,KV-99194,Shirt,20,49.97,999.4,0.03,29.982,2014-04-28 20:35:33
711951,Kilback-Gerlach,KV-99194,Shirt,19,38.38,729.22,0.03,21.8766,2014-05-25 09:18:43
734922,Berge LLC,LW-86841,Shoes,11,72.2,794.2,0.03,23.826,2013-11-13 21:15:53
659366,Waelchi-Fahey,KV-99194,Shirt,13,32.24,419.12,0.03,12.5736,2013-12-22 05:25:56
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,8,95.39,763.12,0.03,22.8936,2014-01-12 00:59:09
659366,Waelchi-Fahey,WJ-02096,Belt,5,73.03,365.15,0.03,10.9545,2014-01-23 12:48:34
296809,Carroll PLC,VG-32047,Shirt,11,33.31,366.41,0.03,10.9923,2014-07-29 15:09:19
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,65.52,196.56,0.03,5.8968,2014-04-02 22:23:07
304860,Huel-Haag,GS-86623,Shoes,5,45.24,226.2,0.03,6.786,2013-12-12 03:58:09
304860,Huel-Haag,FK-71853,Shirt,20,81.79,1635.8,0.03,49.074,2014-09-23 04:52:44
524021,Hegmann and Sons,AS-93055,Shirt,7,91.68,641.76,0.03,19.2528,2013-11-10 14:15:25
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,16,68.37,1093.92,0.03,32.8176,2014-01-25 17:14:26
296809,Carroll PLC,GS-86623,Shoes,20,66.43,1328.6,0.03,39.858,2013-12-30 09:47:58
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,3,97.08,291.24,0.03,8.7372,2014-01-28 10:18:57
659366,Waelchi-Fahey,LW-86841,Shoes,11,99.58,1095.38,0.03,32.8614,2014-08-16 12:51:50
850140,Kunze Inc,FK-71853,Shirt,6,63.84,383.04,0.025,9.576,2014-01-06 17:32:46
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,11,75.07,825.77,0.025,20.64425,2014-06-23 22:07:37
734922,Berge LLC,FK-71853,Shirt,6,17.54,105.24,0.025,2.631,2014-08-19 04:51:46
115138,Gorczany-Hahn,KV-99194,Shirt,19,71.61,1360.59,0.025,34.01475,2014-06-11 12:52:36
995267,Cole-Eichmann,QN-82852,Belt,17,92.49,1572.33,0.025,39.30825,2013-12-30 08:52:54
995267,Cole-Eichmann,LW-86841,Shoes,1,40.04,40.04,0.025,1.001,2014-05-04 08:13:07
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,6,92.02,552.12,0.025,13.803,2014-06-20 23:33:17
93356,Waters-Walker,KV-99194,Shirt,12,66.41,796.92,0.025,19.923,2014-04-02 00:13:13
995267,Cole-Eichmann,GS-86623,Shoes,13,53.32,693.16,0.025,17.329,2013-11-09 01:35:47
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,7,48.69,340.83,0.025,8.52075,2014-07-29 18:34:42
734922,Berge LLC,WJ-02096,Belt,18,75.81,1364.58,0.025,34.1145,2013-12-08 08:54:42
995267,Cole-Eichmann,MJ-21460,Shoes,4,89.88,359.52,0.025,8.988,2014-06-28 09:15:38
524021,Hegmann and Sons,LW-86841,Shoes,10,73.73,737.3,0.025,18.4325,2014-10-08 20:26:26
296809,Carroll PLC,AS-93055,Shirt,19,67.1,1274.9,0.025,31.8725,2014-06-20 16:14:34
659366,Waelchi-Fahey,WJ-02096,Belt,17,62.47,1061.99,0.03,31.8597,2014-06-16 14:44:12
758133,"Kihn, McClure and Denesik",QN-82852,Belt,12,29.83,357.96,0.03,10.7388,2014-01-27 07:20:04
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,24.57,442.26,0.03,13.2678,2014-04-03 13:47:21
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,1,27.41,27.41,0.03,0.8223,2014-08-10 21:23:09
98022,Heidenreich-Bosco,GS-86623,Shoes,9,92.9,836.1,0.03,25.083,2014-05-16 07:08:48
93356,Waters-Walker,AS-93055,Shirt,9,95.16,856.44,0.03,25.6932,2013-12-03 07:38:11
929400,"Senger, Upton and Breitenberg",FK-71853,Shirt,7,77.52,542.64,0.03,16.2792,2014-08-26 18:28:56
711951,Kilback-Gerlach,MJ-21460,Shoes,14,40.64,568.96,0.03,17.0688,2014-10-21 15:55:43
995267,Cole-Eichmann,GS-86623,Shoes,5,54.09,270.45,0.03,8.1135,2014-10-19 21:08:59
115138,Gorczany-Hahn,FK-71853,Shirt,17,62.6,1064.2,0.03,31.926,2013-12-15 18:40:06
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,18,93.91,1690.38,0.03,50.7114,2014-08-11 18:42:50
711951,Kilback-Gerlach,LW-86841,Shoes,11,29.2,321.2,0.03,9.636,2013-12-26 04:44:50
304860,Huel-Haag,AS-93055,Shirt,9,23.99,215.91,0.03,6.4773,2014-08-04 09:20:38
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,16,92.41,1478.56,0.03,44.3568,2014-05-25 15:09:33
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,2,17.89,35.78,0.03,1.0734,2014-08-30 15:52:20
676847,Hamill-Hackett,LL-46261,Shoes,19,47.71,906.49,0.075,67.98675,2013-12-16 00:12:31
850140,Kunze Inc,WJ-02096,Belt,9,76.78,691.02,0.075,51.8265,2013-12-29 01:08:35
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,18,76.54,1377.72,0.075,103.329,2014-01-21 02:04:48
304860,Huel-Haag,AS-93055,Shirt,5,63.59,317.95,0.075,23.84625,2014-02-08 20:17:34
995267,Cole-Eichmann,LL-46261,Shoes,20,53.25,1065,0.075,79.875,2013-12-10 12:10:01
201259,Koelpin PLC,LL-46261,Shoes,7,91.2,638.4,0.075,47.88,2014-02-28 18:14:54
296809,Carroll PLC,LW-86841,Shoes,8,95.17,761.36,0.075,57.102,2014-07-18 09:26:00
524021,Hegmann and Sons,WJ-02096,Belt,11,54.79,602.69,0.075,45.20175,2014-05-20 14:10:47
201259,Koelpin PLC,LL-46261,Shoes,3,62.68,188.04,0.075,14.103,2014-01-14 23:34:45
676847,Hamill-Hackett,GS-86623,Shoes,10,72.15,721.5,0.075,54.1125,2014-04-07 09:45:23
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,1,78.93,78.93,0.075,5.91975,2014-02-24 00:46:07
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,20,37.75,755,0.075,56.625,2013-12-24 08:34:32
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,6,41.95,251.7,0.075,18.8775,2013-12-09 23:19:11
676847,Hamill-Hackett,LW-86841,Shoes,11,91.04,1001.44,0.075,75.108,2014-05-30 04:37:34
201259,Koelpin PLC,MJ-21460,Shoes,18,29.75,535.5,0.075,40.1625,2014-10-10 12:44:46
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,4,46.09,184.36,0.075,13.827,2014-07-23 09:02:37
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,17,94.19,1601.23,0.07,112.0861,2014-01-17 12:05:59
524021,Hegmann and Sons,AS-93055,Shirt,9,76.23,686.07,0.07,48.0249,2014-03-22 11:25:47
296809,Carroll PLC,LL-46261,Shoes,12,39.49,473.88,0.011,5.21268,2014-05-22 17:50:01
734922,Berge LLC,KV-99194,Shirt,6,88.31,529.86,0.003,1.58958,2013-12-23 16:08:03
734922,Berge LLC,VG-32047,Shirt,11,58.29,641.19,0.011,7.05309,2014-04-23 09:49:39
850140,Kunze Inc,KV-99194,Shirt,17,80.5,1368.5,0.011,15.0535,2014-08-21 15:51:34
659366,Waelchi-Fahey,VG-32047,Shirt,4,40.8,163.2,0.011,1.7952,2014-04-26 23:38:33
524021,Hegmann and Sons,AS-93055,Shirt,7,73.69,515.83,0.011,5.67413,2014-09-11 02:00:52
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,3,63.58,190.74,0.003,0.57222,2014-04-20 20:45:20
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,1,65.61,65.61,0.011,0.72171,2013-10-30 09:34:40
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,13,72.07,936.91,0.011,10.30601,2014-02-22 13:36:56
524021,Hegmann and Sons,MJ-21460,Shoes,14,36.6,512.4,0.011,5.6364,2014-07-01 22:27:00
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,14,38.93,545.02,0.003,1.63506,2013-12-23 14:57:03
734922,Berge LLC,FK-71853,Shirt,7,51.72,362.04,0.011,3.98244,2013-12-07 09:43:31
304860,Huel-Haag,FK-71853,Shirt,14,51.11,715.54,0.011,7.87094,2013-12-18 06:44:56
